Problem #,Problem Title,Difficulty,Link,Status
426,Convert Binary Search Tree to Sorted Doubly Linked List,Medium, https://leetcode.com/problems/convert-binary-search-tree-to-sorted-doubly-linked-list,
427,Construct Quad Tree,Medium, https://leetcode.com/problems/construct-quad-tree,
429,N-ary Tree Level Order Traversal,Medium, https://leetcode.com/problems/n-ary-tree-level-order-traversal,
430,Flatten a Multilevel Doubly Linked List,Medium, https://leetcode.com/problems/flatten-a-multilevel-doubly-linked-list,
432,All O`one Data Structure,Hard, https://leetcode.com/problems/all-oone-data-structure,
435,Non-overlapping Intervals,Medium, https://leetcode.com/problems/non-overlapping-intervals,
437,Path Sum III,Medium, https://leetcode.com/problems/path-sum-iii,
438,Find All Anagrams in a String,Medium, https://leetcode.com/problems/find-all-anagrams-in-a-string,
442,Find All Duplicates in an Array,Medium, https://leetcode.com/problems/find-all-duplicates-in-an-array,
443,String Compression,Easy, https://leetcode.com/problems/string-compression,
445,Add Two Numbers II,Medium, https://leetcode.com/problems/add-two-numbers-ii,
449,Serialize and Deserialize BST,Medium, https://leetcode.com/problems/serialize-and-deserialize-bst,
450,Delete Node in a BST,Medium, https://leetcode.com/problems/delete-node-in-a-bst,
451,Sort Characters By Frequency,Medium, https://leetcode.com/problems/sort-characters-by-frequency,
452,Minimum Number of Arrows to Burst Balloons,Medium, https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons,
453,Minimum Moves to Equal Array Elements,Easy, https://leetcode.com/problems/minimum-moves-to-equal-array-elements,
456,132 Pattern,Medium, https://leetcode.com/problems/132-pattern,
459,Repeated Substring Pattern,Easy, https://leetcode.com/problems/repeated-substring-pattern,
460,LFU Cache,Hard, https://leetcode.com/problems/lfu-cache,
461,Hamming Distance,Easy, https://leetcode.com/problems/hamming-distance,
463,Island Perimeter,Easy, https://leetcode.com/problems/island-perimeter,
465,Optimal Account Balancing,Hard, https://leetcode.com/problems/optimal-account-balancing,
466,Count The Repetitions,Hard, https://leetcode.com/problems/count-the-repetitions,
468,Validate IP Address,Medium, https://leetcode.com/problems/validate-ip-address,
472,Concatenated Words,Hard, https://leetcode.com/problems/concatenated-words,
473,Matchsticks to Square,Medium, https://leetcode.com/problems/matchsticks-to-square,
480,Sliding Window Median,Hard, https://leetcode.com/problems/sliding-window-median,
485,Max Consecutive Ones,Easy, https://leetcode.com/problems/max-consecutive-ones,
486,Predict the Winner,Medium, https://leetcode.com/problems/predict-the-winner,
489,Robot Room Cleaner,Hard, https://leetcode.com/problems/robot-room-cleaner,
490,The Maze,Medium, https://leetcode.com/problems/the-maze,
496,Next Greater Element I,Easy, https://leetcode.com/problems/next-greater-element-i,
498,Diagonal Traverse,Medium, https://leetcode.com/problems/diagonal-traverse,
503,Next Greater Element II,Medium, https://leetcode.com/problems/next-greater-element-ii,
507,Perfect Number,Easy, https://leetcode.com/problems/perfect-number,
509,Fibonacci Number,Easy, https://leetcode.com/problems/fibonacci-number,
515,Find Largest Value in Each Tree Row,Medium, https://leetcode.com/problems/find-largest-value-in-each-tree-row,
516,Longest Palindromic Subsequence,Medium, https://leetcode.com/problems/longest-palindromic-subsequence,
518,Coin Change 2,Medium, https://leetcode.com/problems/coin-change-2,
523,Continuous Subarray Sum,Medium, https://leetcode.com/problems/continuous-subarray-sum,
525,Contiguous Array,Medium, https://leetcode.com/problems/contiguous-array,
528,Random Pick with Weight,Medium, https://leetcode.com/problems/random-pick-with-weight,
529,Minesweeper,Medium, https://leetcode.com/problems/minesweeper,
535,Encode and Decode TinyURL,Medium, https://leetcode.com/problems/encode-and-decode-tinyurl,
538,Convert BST to Greater Tree,Easy, https://leetcode.com/problems/convert-bst-to-greater-tree,
539,Minimum Time Difference,Medium, https://leetcode.com/problems/minimum-time-difference,
540,Single Element in a Sorted Array,Medium, https://leetcode.com/problems/single-element-in-a-sorted-array,
541,Reverse String II,Easy, https://leetcode.com/problems/reverse-string-ii,
542,01 Matrix,Medium, https://leetcode.com/problems/01-matrix,
543,Diameter of Binary Tree,Easy, https://leetcode.com/problems/diameter-of-binary-tree,
545,Boundary of Binary Tree,Medium, https://leetcode.com/problems/boundary-of-binary-tree,
547,Friend Circles,Medium, https://leetcode.com/problems/friend-circles,
556,Next Greater Element III,Medium, https://leetcode.com/problems/next-greater-element-iii,
557,Reverse Words in a String III,Easy, https://leetcode.com/problems/reverse-words-in-a-string-iii,
559,Maximum Depth of N-ary Tree,Easy, https://leetcode.com/problems/maximum-depth-of-n-ary-tree,
560,Subarray Sum Equals K,Medium, https://leetcode.com/problems/subarray-sum-equals-k,
564,Find the Closest Palindrome,Hard, https://leetcode.com/problems/find-the-closest-palindrome,
567,Permutation in String,Medium, https://leetcode.com/problems/permutation-in-string,
570,Managers with at Least 5 Direct Reports,Medium, https://leetcode.com/problems/managers-with-at-least-5-direct-reports,
572,Subtree of Another Tree,Easy, https://leetcode.com/problems/subtree-of-another-tree,
579,Find Cumulative Salary of an Employee,Hard, https://leetcode.com/problems/find-cumulative-salary-of-an-employee,
581,Shortest Unsorted Continuous Subarray,Easy, https://leetcode.com/problems/shortest-unsorted-continuous-subarray,
584,Find Customer Referee,Easy, https://leetcode.com/problems/find-customer-referee,
586,Customer Placing the Largest Number of Orders,Easy, https://leetcode.com/problems/customer-placing-the-largest-number-of-orders,
588,Design In-Memory File System,Hard, https://leetcode.com/problems/design-in-memory-file-system,
590,N-ary Tree Postorder Traversal,Easy, https://leetcode.com/problems/n-ary-tree-postorder-traversal,
609,Find Duplicate File in System,Medium, https://leetcode.com/problems/find-duplicate-file-in-system,
611,Valid Triangle Number,Medium, https://leetcode.com/problems/valid-triangle-number,
617,Merge Two Binary Trees,Easy, https://leetcode.com/problems/merge-two-binary-trees,
621,Task Scheduler,Medium, https://leetcode.com/problems/task-scheduler,
622,Design Circular Queue,Medium, https://leetcode.com/problems/design-circular-queue,
626,Exchange Seats,Medium, https://leetcode.com/problems/exchange-seats,
628,Maximum Product of Three Numbers,Easy, https://leetcode.com/problems/maximum-product-of-three-numbers,
632,Smallest Range Covering Elements from K Lists,Hard, https://leetcode.com/problems/smallest-range-covering-elements-from-k-lists,
634,Find the Derangement of An Array,Medium, https://leetcode.com/problems/find-the-derangement-of-an-array,
636,Exclusive Time of Functions,Medium, https://leetcode.com/problems/exclusive-time-of-functions,
637,Average of Levels in Binary Tree,Easy, https://leetcode.com/problems/average-of-levels-in-binary-tree,
640,Solve the Equation,Medium, https://leetcode.com/problems/solve-the-equation,
642,Design Search Autocomplete System,Hard, https://leetcode.com/problems/design-search-autocomplete-system,
646,Maximum Length of Pair Chain,Medium, https://leetcode.com/problems/maximum-length-of-pair-chain,
647,Palindromic Substrings,Medium, https://leetcode.com/problems/palindromic-substrings,
652,Find Duplicate Subtrees,Medium, https://leetcode.com/problems/find-duplicate-subtrees,
653,Two Sum IV - Input is a BST,Easy, https://leetcode.com/problems/two-sum-iv-input-is-a-bst,
654,Maximum Binary Tree,Medium, https://leetcode.com/problems/maximum-binary-tree,
657,Robot Return to Origin,Easy, https://leetcode.com/problems/robot-return-to-origin,
662,Maximum Width of Binary Tree,Medium, https://leetcode.com/problems/maximum-width-of-binary-tree,
665,Non-decreasing Array,Easy, https://leetcode.com/problems/non-decreasing-array,
671,Second Minimum Node In a Binary Tree,Easy, https://leetcode.com/problems/second-minimum-node-in-a-binary-tree,
674,Longest Continuous Increasing Subsequence,Easy, https://leetcode.com/problems/longest-continuous-increasing-subsequence,
675,Cut Off Trees for Golf Event,Hard, https://leetcode.com/problems/cut-off-trees-for-golf-event,
678,Valid Parenthesis String,Medium, https://leetcode.com/problems/valid-parenthesis-string,
681,Next Closest Time,Medium, https://leetcode.com/problems/next-closest-time,
682,Baseball Game,Easy, https://leetcode.com/problems/baseball-game,
684,Redundant Connection,Medium, https://leetcode.com/problems/redundant-connection,
686,Repeated String Match,Easy, https://leetcode.com/problems/repeated-string-match,
688,Knight Probability in Chessboard,Medium, https://leetcode.com/problems/knight-probability-in-chessboard,
690,Employee Importance,Easy, https://leetcode.com/problems/employee-importance,
692,Top K Frequent Words,Medium, https://leetcode.com/problems/top-k-frequent-words,
694,Number of Distinct Islands,Medium, https://leetcode.com/problems/number-of-distinct-islands,
695,Max Area of Island,Medium, https://leetcode.com/problems/max-area-of-island,
698,Partition to K Equal Sum Subsets,Medium, https://leetcode.com/problems/partition-to-k-equal-sum-subsets,
701,Insert into a Binary Search Tree,Medium, https://leetcode.com/problems/insert-into-a-binary-search-tree,
702,Search in a Sorted Array of Unknown Size,Medium, https://leetcode.com/problems/search-in-a-sorted-array-of-unknown-size,
703,Kth Largest Element in a Stream,Easy, https://leetcode.com/problems/kth-largest-element-in-a-stream,
704,Binary Search,Easy, https://leetcode.com/problems/binary-search,
706,Design HashMap,Easy, https://leetcode.com/problems/design-hashmap,
708,Insert into a Sorted Circular Linked List,Medium, https://leetcode.com/problems/insert-into-a-sorted-circular-linked-list,
714,Best Time to Buy and Sell Stock with Transaction Fee,Medium, https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee,
715,Range Module,Hard, https://leetcode.com/problems/range-module,
716,Max Stack,Easy, https://leetcode.com/problems/max-stack,
721,Accounts Merge,Medium, https://leetcode.com/problems/accounts-merge,
724,Find Pivot Index,Easy, https://leetcode.com/problems/find-pivot-index,
726,Number of Atoms,Hard, https://leetcode.com/problems/number-of-atoms,
727,Minimum Window Subsequence,Hard, https://leetcode.com/problems/minimum-window-subsequence,
729,My Calendar I,Medium, https://leetcode.com/problems/my-calendar-i,
732,My Calendar III,Hard, https://leetcode.com/problems/my-calendar-iii,
733,Flood Fill,Easy, https://leetcode.com/problems/flood-fill,
735,Asteroid Collision,Medium, https://leetcode.com/problems/asteroid-collision,
737,Sentence Similarity II,Medium, https://leetcode.com/problems/sentence-similarity-ii,
739,Daily Temperatures,Medium, https://leetcode.com/problems/daily-temperatures,
741,Cherry Pickup,Hard, https://leetcode.com/problems/cherry-pickup,
743,Network Delay Time,Medium, https://leetcode.com/problems/network-delay-time,
756,Pyramid Transition Matrix,Medium, https://leetcode.com/problems/pyramid-transition-matrix,
759,Employee Free Time,Hard, https://leetcode.com/problems/employee-free-time,
763,Partition Labels,Medium, https://leetcode.com/problems/partition-labels,
767,Reorganize String,Medium, https://leetcode.com/problems/reorganize-string,
770,Basic Calculator IV,Hard, https://leetcode.com/problems/basic-calculator-iv,
771,Jewels and Stones,Easy, https://leetcode.com/problems/jewels-and-stones,
772,Basic Calculator III,Hard, https://leetcode.com/problems/basic-calculator-iii,
775,Global and Local Inversions,Medium, https://leetcode.com/problems/global-and-local-inversions,
784,Letter Case Permutation,Medium, https://leetcode.com/problems/letter-case-permutation,
785,Is Graph Bipartite?,Medium, https://leetcode.com/problems/is-graph-bipartite,
787,Cheapest Flights Within K Stops,Medium, https://leetcode.com/problems/cheapest-flights-within-k-stops,
794,Valid Tic-Tac-Toe State,Medium, https://leetcode.com/problems/valid-tic-tac-toe-state,
796,Rotate String,Easy, https://leetcode.com/problems/rotate-string,
797,All Paths From Source to Target,Medium, https://leetcode.com/problems/all-paths-from-source-to-target,
801,Minimum Swaps To Make Sequences Increasing,Medium, https://leetcode.com/problems/minimum-swaps-to-make-sequences-increasing,
805,Split Array With Same Average,Hard, https://leetcode.com/problems/split-array-with-same-average,
815,Bus Routes,Hard, https://leetcode.com/problems/bus-routes,
819,Most Common Word,Easy, https://leetcode.com/problems/most-common-word,
827,Making A Large Island,Hard, https://leetcode.com/problems/making-a-large-island,
836,Rectangle Overlap,Easy, https://leetcode.com/problems/rectangle-overlap,
839,Similar String Groups,Hard, https://leetcode.com/problems/similar-string-groups,
841,Keys and Rooms,Medium, https://leetcode.com/problems/keys-and-rooms,
843,Guess the Word,Hard, https://leetcode.com/problems/guess-the-word,
844,Backspace String Compare,Easy, https://leetcode.com/problems/backspace-string-compare,
849,Maximize Distance to Closest Person,Easy, https://leetcode.com/problems/maximize-distance-to-closest-person,
852,Peak Index in a Mountain Array,Easy, https://leetcode.com/problems/peak-index-in-a-mountain-array,
854,K-Similar Strings,Hard, https://leetcode.com/problems/k-similar-strings,
860,Lemonade Change,Easy, https://leetcode.com/problems/lemonade-change,
862,Shortest Subarray with Sum at Least K,Hard, https://leetcode.com/problems/shortest-subarray-with-sum-at-least-k,
863,All Nodes Distance K in Binary Tree,Medium, https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree,
866,Prime Palindrome,Medium, https://leetcode.com/problems/prime-palindrome,
873,Length of Longest Fibonacci Subsequence,Medium, https://leetcode.com/problems/length-of-longest-fibonacci-subsequence,
875,Koko Eating Bananas,Medium, https://leetcode.com/problems/koko-eating-bananas,
876,Middle of the Linked List,Easy, https://leetcode.com/problems/middle-of-the-linked-list,
881,Boats to Save People,Medium, https://leetcode.com/problems/boats-to-save-people,
884,Uncommon Words from Two Sentences,Easy, https://leetcode.com/problems/uncommon-words-from-two-sentences,
889,Construct Binary Tree from Preorder and Postorder Traversal,Medium, https://leetcode.com/problems/construct-binary-tree-from-preorder-and-postorder-traversal,
895,Maximum Frequency Stack,Hard, https://leetcode.com/problems/maximum-frequency-stack,
901,Online Stock Span,Medium, https://leetcode.com/problems/online-stock-span,
905,Sort Array By Parity,Easy, https://leetcode.com/problems/sort-array-by-parity,
909,Snakes and Ladders,Medium, https://leetcode.com/problems/snakes-and-ladders,
912,Sort an Array,Medium, https://leetcode.com/problems/sort-an-array,
916,Word Subsets,Medium, https://leetcode.com/problems/word-subsets,
918,Maximum Sum Circular Subarray,Medium, https://leetcode.com/problems/maximum-sum-circular-subarray,
921,Minimum Add to Make Parentheses Valid,Medium, https://leetcode.com/problems/minimum-add-to-make-parentheses-valid,
931,Minimum Falling Path Sum,Medium, https://leetcode.com/problems/minimum-falling-path-sum,
937,Reorder Data in Log Files,Easy, https://leetcode.com/problems/reorder-data-in-log-files,
938,Range Sum of BST,Easy, https://leetcode.com/problems/range-sum-of-bst,
939,Minimum Area Rectangle,Medium, https://leetcode.com/problems/minimum-area-rectangle,
951,Flip Equivalent Binary Trees,Medium, https://leetcode.com/problems/flip-equivalent-binary-trees,
953,Verifying an Alien Dictionary,Easy, https://leetcode.com/problems/verifying-an-alien-dictionary,
957,Prison Cells After N Days,Medium, https://leetcode.com/problems/prison-cells-after-n-days,
963,Minimum Area Rectangle II,Medium, https://leetcode.com/problems/minimum-area-rectangle-ii,
965,Univalued Binary Tree,Easy, https://leetcode.com/problems/univalued-binary-tree,
966,Vowel Spellchecker,Medium, https://leetcode.com/problems/vowel-spellchecker,
969,Pancake Sorting,Medium, https://leetcode.com/problems/pancake-sorting,
973,K Closest Points to Origin,Medium, https://leetcode.com/problems/k-closest-points-to-origin,
974,Subarray Sums Divisible by K,Medium, https://leetcode.com/problems/subarray-sums-divisible-by-k,
977,Squares of a Sorted Array,Easy, https://leetcode.com/problems/squares-of-a-sorted-array,
978,Longest Turbulent Subarray,Medium, https://leetcode.com/problems/longest-turbulent-subarray,
980,Unique Paths III,Hard, https://leetcode.com/problems/unique-paths-iii,
981,Time Based Key-Value Store,Medium, https://leetcode.com/problems/time-based-key-value-store,
983,Minimum Cost For Tickets,Medium, https://leetcode.com/problems/minimum-cost-for-tickets,
986,Interval List Intersections,Medium, https://leetcode.com/problems/interval-list-intersections,
987,Vertical Order Traversal of a Binary Tree,Medium, https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree,
992,Subarrays with K Different Integers,Hard, https://leetcode.com/problems/subarrays-with-k-different-integers,
993,Cousins in Binary Tree,Easy, https://leetcode.com/problems/cousins-in-binary-tree,
994,Rotting Oranges,Medium, https://leetcode.com/problems/rotting-oranges,
995,Minimum Number of K Consecutive Bit Flips,Hard, https://leetcode.com/problems/minimum-number-of-k-consecutive-bit-flips,
997,Find the Town Judge,Easy, https://leetcode.com/problems/find-the-town-judge,
1000,Minimum Cost to Merge Stones,Hard, https://leetcode.com/problems/minimum-cost-to-merge-stones,
1002,Find Common Characters,Easy, https://leetcode.com/problems/find-common-characters,
1004,Max Consecutive Ones III,Medium, https://leetcode.com/problems/max-consecutive-ones-iii,
1005,Maximize Sum Of Array After K Negations,Easy, https://leetcode.com/problems/maximize-sum-of-array-after-k-negations,
1007,Minimum Domino Rotations For Equal Row,Medium, https://leetcode.com/problems/minimum-domino-rotations-for-equal-row,
1008,Construct Binary Search Tree from Preorder Traversal,Medium, https://leetcode.com/problems/construct-binary-search-tree-from-preorder-traversal,
1010,Pairs of Songs With Total Durations Divisible by 60,Easy, https://leetcode.com/problems/pairs-of-songs-with-total-durations-divisible-by-60,
1011,Capacity To Ship Packages Within D Days,Medium, https://leetcode.com/problems/capacity-to-ship-packages-within-d-days,
1013,Partition Array Into Three Parts With Equal Sum,Easy, https://leetcode.com/problems/partition-array-into-three-parts-with-equal-sum,
1019,Next Greater Node In Linked List,Medium, https://leetcode.com/problems/next-greater-node-in-linked-list,
1022,Sum of Root To Leaf Binary Numbers,Easy, https://leetcode.com/problems/sum-of-root-to-leaf-binary-numbers,
1024,Video Stitching,Medium, https://leetcode.com/problems/video-stitching,
1027,Longest Arithmetic Sequence,Medium, https://leetcode.com/problems/longest-arithmetic-sequence,
1031,Maximum Sum of Two Non-Overlapping Subarrays,Medium, https://leetcode.com/problems/maximum-sum-of-two-non-overlapping-subarrays,
1032,Stream of Characters,Hard, https://leetcode.com/problems/stream-of-characters,
1038,Binary Search Tree to Greater Sum Tree,Medium, https://leetcode.com/problems/binary-search-tree-to-greater-sum-tree,
1044,Longest Duplicate Substring,Hard, https://leetcode.com/problems/longest-duplicate-substring,
1046,Last Stone Weight,Easy, https://leetcode.com/problems/last-stone-weight,
1047,Remove All Adjacent Duplicates In String,Easy, https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string,
1048,Longest String Chain,Medium, https://leetcode.com/problems/longest-string-chain,
1049,Last Stone Weight II,Medium, https://leetcode.com/problems/last-stone-weight-ii,
1057,Campus Bikes,Medium, https://leetcode.com/problems/campus-bikes,
1060,Missing Element in Sorted Array,Medium, https://leetcode.com/problems/missing-element-in-sorted-array,
1062,Longest Repeating Substring,Medium, https://leetcode.com/problems/longest-repeating-substring,
1066,Campus Bikes II,Medium, https://leetcode.com/problems/campus-bikes-ii,
1074,Number of Submatrices That Sum to Target,Hard, https://leetcode.com/problems/number-of-submatrices-that-sum-to-target,
1081,Smallest Subsequence of Distinct Characters,Medium, https://leetcode.com/problems/smallest-subsequence-of-distinct-characters,
1083,Sales Analysis II,Easy, https://leetcode.com/problems/sales-analysis-ii,
1084,Sales Analysis III,Easy, https://leetcode.com/problems/sales-analysis-iii,
1091,Shortest Path in Binary Matrix,Medium, https://leetcode.com/problems/shortest-path-in-binary-matrix,
1094,Car Pooling,Medium, https://leetcode.com/problems/car-pooling,
1099,Two Sum Less Than K,Easy, https://leetcode.com/problems/two-sum-less-than-k,
1100,Find K-Length Substrings With No Repeated Characters,Medium, https://leetcode.com/problems/find-k-length-substrings-with-no-repeated-characters,
1102,Path With Maximum Minimum Value,Medium, https://leetcode.com/problems/path-with-maximum-minimum-value,
1104,Path In Zigzag Labelled Binary Tree,Medium, https://leetcode.com/problems/path-in-zigzag-labelled-binary-tree,
1108,Defanging an IP Address,Easy, https://leetcode.com/problems/defanging-an-ip-address,
1110,Delete Nodes And Return Forest,Medium, https://leetcode.com/problems/delete-nodes-and-return-forest,
1114,Print in Order,Easy, https://leetcode.com/problems/print-in-order,
1117,Building H2O,Medium, https://leetcode.com/problems/building-h2o,
1120,Maximum Average Subtree,Medium, https://leetcode.com/problems/maximum-average-subtree,
1122,Relative Sort Array,Easy, https://leetcode.com/problems/relative-sort-array,
1130,Minimum Cost Tree From Leaf Values,Medium, https://leetcode.com/problems/minimum-cost-tree-from-leaf-values,
1135,Connecting Cities With Minimum Cost,Medium, https://leetcode.com/problems/connecting-cities-with-minimum-cost,
1139,Largest 1-Bordered Square,Medium, https://leetcode.com/problems/largest-1-bordered-square,
1143,Longest Common Subsequence,Medium, https://leetcode.com/problems/longest-common-subsequence,
1146,Snapshot Array,Medium, https://leetcode.com/problems/snapshot-array,
1152,Analyze User Website Visit Pattern,Medium, https://leetcode.com/problems/analyze-user-website-visit-pattern,
1153,String Transforms Into Another String,Hard, https://leetcode.com/problems/string-transforms-into-another-string,
1155,Number of Dice Rolls With Target Sum,Medium, https://leetcode.com/problems/number-of-dice-rolls-with-target-sum,
1160,Find Words That Can Be Formed by Characters,Easy, https://leetcode.com/problems/find-words-that-can-be-formed-by-characters,
1161,Maximum Level Sum of a Binary Tree,Medium, https://leetcode.com/problems/maximum-level-sum-of-a-binary-tree,
1162,As Far from Land as Possible,Medium, https://leetcode.com/problems/as-far-from-land-as-possible,
1166,Design File System,Medium, https://leetcode.com/problems/design-file-system,
1167,Minimum Cost to Connect Sticks,Medium, https://leetcode.com/problems/minimum-cost-to-connect-sticks,
1172,Dinner Plate Stacks,Hard, https://leetcode.com/problems/dinner-plate-stacks,
1179,Reformat Department Table,Easy, https://leetcode.com/problems/reformat-department-table,
1188,Design Bounded Blocking Queue,Medium, https://leetcode.com/problems/design-bounded-blocking-queue,
1192,Critical Connections in a Network,Hard, https://leetcode.com/problems/critical-connections-in-a-network,
1197,Minimum Knight Moves,Medium, https://leetcode.com/problems/minimum-knight-moves,
1198,Find Smallest Common Element in All Rows,Medium, https://leetcode.com/problems/find-smallest-common-element-in-all-rows,
1202,Smallest String With Swaps,Medium, https://leetcode.com/problems/smallest-string-with-swaps,
1214,Two Sum BSTs,Medium, https://leetcode.com/problems/two-sum-bsts,
1215,Stepping Numbers,Medium, https://leetcode.com/problems/stepping-numbers,
1219,Path with Maximum Gold,Medium, https://leetcode.com/problems/path-with-maximum-gold,
1221,Split a String in Balanced Strings,Easy, https://leetcode.com/problems/split-a-string-in-balanced-strings,
1229,Meeting Scheduler,Medium, https://leetcode.com/problems/meeting-scheduler,
1233,Remove Sub-Folders from the Filesystem,Medium, https://leetcode.com/problems/remove-sub-folders-from-the-filesystem,
1236,Web Crawler,Medium, https://leetcode.com/problems/web-crawler,
1242,Web Crawler Multithreaded,Medium, https://leetcode.com/problems/web-crawler-multithreaded,
1244,Design A Leaderboard,Medium, https://leetcode.com/problems/design-a-leaderboard,
1245,Tree Diameter,Medium, https://leetcode.com/problems/tree-diameter,
1247,Minimum Swaps to Make Strings Equal,Medium, https://leetcode.com/problems/minimum-swaps-to-make-strings-equal,
1248,Count Number of Nice Subarrays,Medium, https://leetcode.com/problems/count-number-of-nice-subarrays,
1249,Minimum Remove to Make Valid Parentheses,Medium, https://leetcode.com/problems/minimum-remove-to-make-valid-parentheses,
1254,Number of Closed Islands,Medium, https://leetcode.com/problems/number-of-closed-islands,
1266,Minimum Time Visiting All Points,Easy, https://leetcode.com/problems/minimum-time-visiting-all-points,
1267,Count Servers that Communicate,Medium, https://leetcode.com/problems/count-servers-that-communicate,
1268,Search Suggestions System,Medium, https://leetcode.com/problems/search-suggestions-system,
1270,All People Report to the Given Manager,Medium, https://leetcode.com/problems/all-people-report-to-the-given-manager,
1275,Find Winner on a Tic Tac Toe Game,Easy, https://leetcode.com/problems/find-winner-on-a-tic-tac-toe-game,
1279,Traffic Light Controlled Intersection,Easy, https://leetcode.com/problems/traffic-light-controlled-intersection,
1299,Replace Elements with Greatest Element on Right Side,Easy, https://leetcode.com/problems/replace-elements-with-greatest-element-on-right-side,
1304,Find N Unique Integers Sum up to Zero,Easy, https://leetcode.com/problems/find-n-unique-integers-sum-up-to-zero,
1315,Sum of Nodes with Even-Valued Grandparent,Medium, https://leetcode.com/problems/sum-of-nodes-with-even-valued-grandparent,
1335,Minimum Difficulty of a Job Schedule,Hard, https://leetcode.com/problems/minimum-difficulty-of-a-job-schedule,
1339,Maximum Product of Splitted Binary Tree,Medium, https://leetcode.com/problems/maximum-product-of-splitted-binary-tree,
1344,Angle Between Hands of a Clock,Medium, https://leetcode.com/problems/angle-between-hands-of-a-clock,
1360,Number of Days Between Two Dates,Easy, https://leetcode.com/problems/number-of-days-between-two-dates,
1365,How Many Numbers Are Smaller Than the Current Number,Easy, https://leetcode.com/problems/how-many-numbers-are-smaller-than-the-current-number,
1373,Maximum Sum BST in Binary Tree,Hard, https://leetcode.com/problems/maximum-sum-bst-in-binary-tree,
1375,Bulb Switcher III,Medium, https://leetcode.com/problems/bulb-switcher-iii,
1382,Balance a Binary Search Tree,Medium, https://leetcode.com/problems/balance-a-binary-search-tree,
1395,Count Number of Teams,Medium, https://leetcode.com/problems/count-number-of-teams,
1405,Longest Happy String,Medium, https://leetcode.com/problems/longest-happy-string,
1429,First Unique Number,Medium, https://leetcode.com/problems/first-unique-number,
1430,Check If a String Is a Valid Sequence from Root to Leaves Path in a Binary Tree,Medium, https://leetcode.com/problems/check-if-a-string-is-a-valid-sequence-from-root-to-leaves-path-in-a-binary-tree,
1431,Kids With the Greatest Number of Candies,Easy, https://leetcode.com/problems/kids-with-the-greatest-number-of-candies,
1520,Maximum Number of Non-Overlapping Substrings,Hard, https://leetcode.com/problems/maximum-number-of-non-overlapping-substrings,
